anime_id,name,genre,type,episodes,rating,members
345,Eikoku Koi Monogatari Emma," Drama, Historical, Romance, Seinen, Slice of Life ",TV,12 eps,7.81,23877
71,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,7.81,256325
10793,GUILTY CROWN,"Action, Drama, Sci-Fi, Super Power",TV,22,7.81/10,460959
9760,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance   ",Movie,1,7.81,76286
160,"Ima, Soko ni Iru Boku",,TV,13,7.81,"56,839 members"
3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",TV,,7.81,58993
2593,kara no kyoukai 1: fukan fuukei,"Action, Mystery, Supernatural, Thriller",Movie,1,7.81,178880
2454,KIMAGURE ORANGE☆ROAD: ANO HI NI KAERITAI,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1,7.81,4368
32380,Kono Subarashii Sekai ni Shukufuku wo! OVA," Comedy, Fantasy ",OVA,1,7.81,46823
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"Action, Drama, Mystery, Supernatural   ",OVA,8 eps,7.82,19317
13203,Lupin the Third: Mine Fujiko to Iu Onna,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13,7.81,22796
2963,Minami-ke,"Comedy, School, Slice of Life",TV,13,7.81,105471
87,MOBILE SUIT GUNDAM: CHAR&#039;S COUNTERATTACK," Drama, Mecha, Military, Sci-Fi, Space ",Movie,1,7.81/10,"19,258 members"
20,naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,220,7.81,683297
31953,New Game!,"Comedy, Slice of Life",TV,12,7.81,91932
28069,Shigatsu wa Kimi no Uso: Moments,"Music, Shounen   ",OVA,1,7.81,41368
1002,Top wo Nerae 2! Diebuster," Action, Comedy, Mecha, Sci-Fi, Space ",OVA,6,7.81,38691
9471,BAKA TO TEST TO SHOUKANJUU: MATSURI,"Comedy, School, Super Power",OVA,,7.8,67684
150,Blood+,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire",TV,50 eps,7.8,208321
60,Chrno Crusade,,TV,24,7.8,140865
19671,free!: frfr - short movie," Comedy, Sports ",Special,7,7.8,"35,956 members"
120,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life   ",TV,26,7.8,242553
74,GAKUEN ALICE,"Comedy, Magic, School, Shoujo",TV,26,7.8/10,52995
30364,Haikyuu!! Movie 2: Shousha to Haisha,"Comedy, Drama, School, Shounen, Sports",Movie,1,7.81,10558
8426,Hourou Musuko," Drama, School, Slice of Life ",TV,11,7.8,53426
33209,Huyao Xiao Hongniang: Wangquan Fugui,"Comedy, Romance, Supernatural",ONA,14,7.8,1119
2547,Shoukoujo Sara,"Drama, Historical, Shoujo, Slice of Life",TV,46,7.8,7515
22101,soredemo sekai wa utsukushii,"Adventure, Fantasy, Romance, Shoujo   ",TV,12 eps,7.8,99462
182,Tenkuu no Escaflowne," Adventure, Fantasy, Mecha, Romance, Shoujo ",TV,26,7.8,"83,437 members"
21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,"Adventure, Comedy, Mystery, Police, Shounen",Special,,7.8,3735
28979,To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.8,73909
16011,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",TV,24,7.8,171384
22819,AIKATSU! MOVIE," Music, School, Shoujo, Slice of Life ",Movie,1,7.79/10,2813
9062,Angel Beats! Specials,"Action, Comedy, School, Supernatural   ",Special,2,7.79,139013
477,aria the animation,,TV,13,7.79,76913
6772,Break Blade 1: Kakusei no Toki,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.79,58184
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu," Comedy, Ecchi, Kids, School, Shounen, Slice of Life ",Movie,1 eps,7.79,"2,688 members"
5177,DENPA-TEKI NA KANOJO,"Mystery, School, Thriller",OVA,2,7.79,85409
2229,Dragon Quest: Dai no Daibouken,"Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen",TV,46,7.79,8999
6927,Higashi no Eden Soushuuhen: Air Communication,"Comedy, Mystery, Romance   ",Movie,1,7.79,20059
4811,Ichigo Mashimaro Encore," Comedy, Slice of Life ",OVA,2,7.79,12790
13403,inu x boku ss special,"Comedy, Shounen, Supernatural",Special,,7.79,46803
228,JIGOKU SHOUJO,"Horror, Mystery, Psychological, Supernatural",TV,26,7.79/10,172415
30952,New Initial D Movie: Legend 3 - Mugen,"Cars, Seinen, Sports",Movie,1,7.79,3479
24135,Nobunaga Concerto," Historical, Romance, Shounen ",TV,10,7.79,"25,167 members"
8795,Panty &amp; Stocking with Garterbelt,"Action, Comedy, Ecchi, Parody, Supernatural   ",TV,13 eps,7.79,157642
12021,Poyopoyo Kansatsu Nikki,"Comedy, Seinen, Slice of Life",TV,52,7.79,13832
17249,PRETTY RHYTHM: RAINBOW LIVE,"Music, Shoujo, Slice of Life, Sports",TV,51,7.79,4838
1011,ranma ½ super," Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural ",OVA,3,7.79,9936
18119,Servant x Service,,TV,13,7.79,81037
2787,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.79,184525
6046,Tales of Vesperia: The First Strike,"Action, Adventure, Fantasy, Magic, Military   ",Movie,1,7.79,30524
9000,TOARU HIKUUSHI E NO TSUIOKU," Adventure, Military, Romance ",Movie,1,7.79/10,"28,857 members"
10717,Towa no Quon 6: Towa no Quon,"Action, Super Power, Supernatural",Movie,,7.79,18624
31580,Ajin,"Action, Horror, Mystery, Seinen, Supernatural",TV,13 eps,7.78,160972
31483,"akagami no shirayuki-hime: nandemonai takaramono, kono page","Drama, Fantasy, Romance, Shoujo",OVA,1,7.77,20749
531,Bishoujo Senshi Sailor Moon R: The Movie," Drama, Magic, Romance, Shoujo ",Movie,1,7.78,33682
4596,CODE GEASS: HANGYAKU NO LELOUCH SPECIAL EDITION BLACK REBELLION,"Action, Mecha, Military, School, Super Power   ",OVA,1,7.78,23285
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Comedy,Special,1,7.78,51688
4725,Ga-Rei: Zero,"Action, Super Power, Supernatural, Thriller",TV,12,7.78,145102
6637,Higashi no Eden Movie II: Paradise Lost," Action, Comedy, Drama, Mystery, Romance, Thriller ",Movie,1,7.78,"87,062 members"
255,Jungle wa Itsumo Hare nochi Guu Final,"Comedy, Slice of Life",OVA,7,7.78,7576
10790,kore wa zombie desu ka? of the dead,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,10,7.78/10,180032
23385,Kyoukai no Kanata: Shinonome,"Fantasy, Slice of Life, Supernatural   ",Special,1 eps,7.78,42344
1418,Lupin III: Episode 0 &quot;First Contact&quot;,,Special,1,7.78,4499
14511,Minami-ke Tadaima,"Comedy, School, Slice of Life",TV,,7.78,31394
10389,Momo e no Tegami,"Drama, Supernatural",Movie,1,7.78,30519
7592,NURARIHYON NO MAGO,"Action, Demons, Shounen, Supernatural",TV,24,7.78,122976
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi," Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power ",Special,1,7.78,"11,922 members"
32729,orange,"Drama, Romance, School, Sci-Fi, Shoujo   ",TV,13,7.78,165358
2112,Over Drive,"Shounen, Sports",TV,26,7.78,28007
208,R.O.D OVA,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi",OVA,3,7.78,41701
30296,RAKUDAI KISHI NO CAVALRY," Action, Ecchi, Fantasy, Romance, School ",TV,12 eps,7.78/10,188685
1008,Ranma ½ Specials,"Comedy, Drama, Romance, Shounen",OVA,2,7.78,11084
65,Rozen Maiden: Träumend,"Action, Comedy, Drama, Magic, Seinen",TV,12,7.78,72645
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,"Comedy, Drama, School, Shounen, Slice of Life, Sports   ",Movie,1,7.78,7856
3470,special a," Comedy, Romance, School, Shoujo ",TV,24,7.78,"173,603 members"
540,TENCHI MUYOU! RYOUOUKI 2ND SEASON,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,,7.78,15837
26,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",TV,22,7.78,95859
1293,Urusei Yatsura,,TV,195,7.78,23020
856,Utawarerumono," Action, Drama, Fantasy, Sci-Fi ",TV,26,7.78,91034
9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,"Action, Comedy, Ecchi, Shounen, Sports   ",OVA,3 eps,7.77,40176
2214,BLACK JACK 21,"Action, Drama",TV,17,7.77/10,6063
32108,digimon adventure tri. 2: ketsui,"Action, Adventure, Comedy, Drama",Movie,1,7.77,30684
123,Fushigi Yuugi," Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo ",TV,52,7.77,"61,622 members"
488,Ichigo Mashimaro,"Comedy, Slice of Life",TV,12,7.77,46333
3603,JoJo no Kimyou na Bouken: Phantom Blood,"Action, Adventure, Horror, Shounen, Vampire",Movie,1,7.77,8534
32268,KOYOMIMONOGATARI,"Comedy, Mystery, Supernatural   ",ONA,12,7.77,45632
7270,Mobile Suit Gundam 00 Special Edition," Action, Drama, Mecha, Military, Sci-Fi ",OVA,3,7.77,7087
1376,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",OVA,,7.77,3620
464,one piece movie 6: omatsuri danshaku to himitsu no shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1 eps,7.77,37792
9745,Sengoku Basara Movie: The Last Party,"Action, Historical, Martial Arts, Samurai, Super Power",Movie,1,7.77,18267
21843,SHINGEKI NO BAHAMUT: GENESIS," Action, Adventure, Demons, Fantasy, Magic, Supernatural ",TV,12,7.77/10,"143,701 members"
539,Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi, Shounen, Space   ",OVA,6,7.77,25902
14227,Tonari no Kaibutsu-kun,,TV,13,7.77,349836
11319,Zero no Tsukaima F,"Adventure, Ecchi, Fantasy, Magic, Romance",TV,12,7.77,174026
24151,Ao Haru Ride OVA," Romance, School, Shoujo, Slice of Life ",OVA,2,7.76,46864
997,bishoujo senshi sailor moon s: kaguya hime no koibito,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,7.76,29394
24913,Bokura wa Minna Kawaisou: Hajimete no,"Comedy, Romance, School, Slice of Life",Special,1,7.76,20622
31478,Bungou Stray Dogs,"Action, Comedy, Mystery, Seinen, Supernatural   ",TV,12 eps,7.76,187805
28479,Detective Conan Movie 19: The Hellfire Sunflowers," Action, Mystery, Police, Shounen ",Movie,1,7.77,"8,600 members"
2471,Doraemon (1979),"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",TV,,7.76,14233
240,GENSHIKEN,"Comedy, Parody, Slice of Life",TV,12,7.76/10,104258
1301,Ginga Tetsudou 999 (Movie),"Adventure, Drama, Fantasy, Sci-Fi, Space",Movie,1,7.76,7237
18619,girls und panzer: kore ga hontou no anzio-sen desu!," Military, School ",OVA,1,7.76,16143
9065,Hakuouki Hekketsuroku,"Action, Drama, Historical, Josei, Samurai, Supernatural   ",TV,10,7.76,49771
5060,Hetalia Axis Powers,"Comedy, Historical, Parody",ONA,52,7.76,144898
3731,ITAZURA NA KISS,"Comedy, Romance, Shoujo",TV,25,7.76,136279
1412,Lupin III," Action, Adventure, Comedy, Shounen ",TV,23 eps,7.76,"34,373 members"
20785,Mahouka Koukou no Rettousei,,TV,26,7.76,285317
2985,Majin Tantei Nougami Neuro,"Comedy, Demons, Mystery, Shounen, Supernatural",TV,25,7.76,42730
1483,master keaton,"Adventure, Mystery   ",TV,24,7.76,9610
10161,NO.6," Action, Sci-Fi ",TV,11,7.76/10,168017
462,One Piece Movie 4: Dead End no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,,7.76,39946
5507,Senjou no Valkyria,"Action, Military, Romance",TV,26,7.76,77591
6444,Tegamibachi,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.76,70987
10715,Towa no Quon 4: Guren no Shoushin," Action, Super Power, Supernatural ",Movie,1,7.76,"18,545 members"
95,TURN A GUNDAM,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space   ",TV,50 eps,7.76,20056
8247,bleach movie 4: jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1,7.75,94074
20031,D-Frag!,"Comedy, Game, School, Seinen",TV,12,7.75,154548
7471,Detective Conan Movie 09: Promo Special," Adventure, Comedy, Mystery, Police, Shounen ",Special,1,7.75,4172
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Special,1,7.75,46276
28669,GO! PRINCESS PRECURE,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,50,7.74/10,5098
2026,Hayate no Gotoku!,"Action, Comedy, Harem, Parody, Romance   ",TV,52,7.75,130085
450,InuYasha: Kagami no Naka no Mugenjo,,Movie,1,7.75,"54,854 members"
32491,kanojo to kanojo no neko: everything flows,"Psychological, Romance, Slice of Life",TV,,7.75,38765
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,"Action, Mystery, Romance, Super Power, Thriller",Movie,1 eps,7.75,24735
3466,KINO NO TABI: THE BEAUTIFUL WORLD - TOU NO KUNI,"Adventure, Fantasy, Psychological",Special,1,7.75,19211
15439,"Kono Danshi, Ningyo Hiroimashita."," Fantasy, Shounen Ai ",OVA,1,7.75,14775
19669,Kuroko no Basket: Baka ja Katenai no yo!,"Comedy, School, Shounen, Sports   ",OVA,1,7.75,26785
25015,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen,"Action, Fantasy, Supernatural",Movie,1,7.75,42304
331,Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,45,7.75,3725
33338,one piece: heart of gold," Action, Adventure, Comedy, Drama, Fantasy, Shounen ",Special,1,7.75/10,"17,443 members"
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,7.75,26958
10278,The iDOLM@STER,"Comedy, Drama, Music",TV,25,7.75,81155
2557,Trapp Ikka Monogatari,"Drama, Historical, Music, Romance   ",TV,40 eps,7.75,2839
1830,Utawarerumono Specials," Action, Comedy, Drama, Fantasy ",Special,6,7.75,11149
24405,WORLD TRIGGER,"Action, School, Sci-Fi, Shounen, Supernatural",TV,,7.75,106872
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,"Action, Mecha, Sci-Fi, Super Power",TV,12,7.75,1780
740,bishoujo senshi sailor moon r,,TV,43,7.74,73305
2213,Black Jack (TV), Drama ,TV,61,7.74,"15,552 members"
371,Cardcaptor Sakura Movie 1,"Comedy, Drama, Fantasy, Magic, Shoujo   ",Movie,1,7.74,56327
7303,DETECTIVE CONAN: BLACK HISTORY,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.74/10,3603
430,Fullmetal Alchemist: The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen",Movie,1,7.74,186465
1813,Genshiken OVA," Comedy, Parody, Slice of Life ",OVA,3 eps,7.74,35493
16528,Hal,"Romance, Sci-Fi, Shoujo",Movie,1,7.74,50812
9288,heartcatch precure! movie: hana no miyako de fashion show... desu ka!?,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.74,3309
6372,HIGASHI NO EDEN MOVIE I: THE KING OF EDEN,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller   ",Movie,1,7.74,101734
17,Hungry Heart: Wild Striker," Comedy, Shounen, Slice of Life, Sports ",TV,52,7.74,"13,469 members"
3931,Initial D Battle Stage 2,"Action, Cars, Drama, Seinen, Sports",OVA,,7.74,11015
24439,Kekkai Sensen,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,12,7.74,220573
23441,Love Stage!! OVA,"Comedy, Romance, Shounen Ai",OVA,1,7.74,23631
1915,MAHOU SHOUJO LYRICAL NANOHA STRIKERS," Action, Comedy, Drama, Magic, Super Power ",TV,26,7.74/10,35442
323,mousou dairinin,"Drama, Mystery, Police, Psychological, Supernatural, Thriller   ",TV,13 eps,7.74,137687
2313,Muumindani no Suisei,,Movie,1,7.74,4344
584,Noein: Mou Hitori no Kimi e,"Adventure, Drama, Sci-Fi, Slice of Life",TV,24,7.74,56244
24543,Persona 3 the Movie 3: Falling Down," Action, Fantasy, Seinen, Supernatural ",Movie,1,7.74,"19,928 members"
6634,SENGOKU BASARA TWO,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12,7.74,42798
355,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.74,297058
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi   ",TV,13,7.74,6787
1279,taiyou no ko esteban," Adventure, Historical, Sci-Fi ",TV,39,7.74,5424
10033,Toriko,"Action, Adventure, Comedy, Fantasy, Shounen",TV,,7.74,54790
11531,UN-GO: INGA-RON,"Mystery, Supernatural",Movie,1 eps,7.74/10,23340
966,Crayon Shin-chan,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",TV,Unknown,7.73,26267
25341,Diamond no Ace OVA," Comedy, School, Shounen, Sports ",OVA,3,7.72,"7,376 members"
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Fantasy, Kids, Shounen   ",Movie,1,7.73,1317
32979,Flip Flappers,"Comedy, Sci-Fi",TV,13,7.73,40945
132,getbackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,49,7.73,73536
14467,K," Action, Super Power, Supernatural ",TV,13,7.73,297051
8532,Katekyo Hitman Reborn! Special,,ONA,1,7.73,19991
1606,Kekkaishi,"Adventure, Comedy, Fantasy, Shounen",TV,52,7.73,61884
9136,Kuroshitsuji II Specials,"Comedy, Fantasy, Parody, Shounen, Supernatural   ",Special,6 eps,7.73,60899
2227,LADY LADY!!," Drama, Historical ",TV,21,7.73/10,"2,681 members"
7627,Mitsudomoe,"Comedy, School, Slice of Life",TV,,7.73,56483
32485,prison school ova,"Comedy, Ecchi, Romance, School, Seinen",OVA,1,7.73,30887
6773,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",TV,24,7.73,133010
1650,Uchuu Senkan Yamato," Action, Adventure, Drama, Military, Sci-Fi, Space ",TV,26,7.73,10688
2558,WAKAKUSA MONOGATARI: NAN TO JO-SENSEI,"Drama, Historical, School, Slice of Life   ",TV,40,7.73,2577
1840,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,12,7.73,235684
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,"Action, Comedy, School, Shounen",Movie,1,7.72,14896
2724,Daicon Opening Animations," Action, Adventure, Mecha, Music, Sci-Fi ",Special,2 eps,7.72,"7,174 members"
905,dragon ball z movie 12: fukkatsu no fusion!! gokuu to vegeta,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.72,56994
32915,DURARARA!!X2 KETSU: DUFUFUFU!!,"Action, Mystery, Supernatural",Special,1,7.72/10,13126
1395,Future GPX Cyber Formula Sin,"Drama, Sci-Fi, Shounen, Sports   ",OVA,5,7.72,1070
10471,Ie Naki Ko Remi Specials,,Special,3,7.72,781
5231,Inazuma Eleven,"Shounen, Sports, Super Power",TV,,7.72,42677
5204,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",Movie,1,7.72,93803
12487,KYOUKAISENJOU NO HORIZON II,"Action, Fantasy, Sci-Fi",TV,13,7.72,46781
324,mobile police patlabor: on television," Comedy, Mecha, Police, Sci-Fi ",TV,47,7.72,"16,130 members"
709,Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life   ",TV,52 eps,7.72,11684
21755,New Prince of Tennis OVA vs. Genius10,"Action, Comedy, Shounen, Sports",OVA,10,7.72,6238
32668,Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1,7.72,28864
1034,OURITSU UCHUUGUN: HONNEAMISE NO TSUBASA," Action, Drama, Military, Sci-Fi, Space ",Movie,1,7.72/10,18469
33157,Tanaka-kun wa Itsumo Kedaruge Specials,"Comedy, School, Slice of Life",Special,Unknown,7.72,5400
23701,Toradora! OVA,"Comedy, Romance, School, Slice of Life",OVA,1,7.72,25154
10716,towa no quon 5: souzetsu no raifuku,"Action, Super Power, Supernatural   ",Movie,1,7.72,18060
1924,Urusei Yatsura Movie 5: Final," Action, Adventure, Comedy, Drama, Romance, Sci-Fi ",Movie,1,7.72,"2,783 members"
33350,ZHEN HUN JIE,"Action, Supernatural",ONA,,7.72,2480
3090,Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2 eps,7.71,18465
7647,Arakawa Under the Bridge,,TV,13,7.71,162622
530,Bishoujo Senshi Sailor Moon," Demons, Magic, Romance, Shoujo ",TV,46,7.71,146521
3785,Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi   ",Movie,1,7.71,135318
7902,fullmetal alchemist: brotherhood - 4-koma theater,"Comedy, Fantasy, Military, Parody",Special,16,7.71/10,31262
1281,Gakkou no Kaidan,"Horror, Mystery, Supernatural",TV,19,7.71,42033
24765,Gakkougurashi!," Horror, Mystery, Psychological, School, Slice of Life ",TV,12,7.71,"140,094 members"
129,Gensoumaden Saiyuuki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,50,7.71,31179
7661,Giant Killing,"Drama, Seinen, Sports",TV,26,7.71,36947
31997,HETALIA: THE WORLD TWINKLE EXTRA DISC,"Comedy, Historical, Parody   ",OVA,1 eps,7.71,2152
24703,High School DxD BorN," Action, Comedy, Demons, Ecchi, Harem, Romance, School ",TV,12,7.71,192171
10999,inazuma eleven go: kyuukyoku no kizuna gryphon,"Sci-Fi, Shounen, Sports",Movie,,7.71,4535
6116,Mainichi Kaasan,"Comedy, Slice of Life",TV,142,7.71,1707
16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1,7.71,135604
18849,NATSUME YUUJINCHOU: NYANKO-SENSEI TO HAJIMETE NO OTSUKAI," Drama, Fantasy, Shoujo, Slice of Life, Supernatural ",Special,1,7.71/10,"14,703 members"
10500,Ojiisan no Lamp,"Drama, Historical   ",Movie,1,7.71,11745
14123,Pokemon Black and White 2: Introduction Movie,,ONA,1,7.71,8554
10573,Prince of Tennis: Another Story II - Ano Toki no Bokura,"Shounen, Sports",OVA,4,7.71,6005
8675,seitokai yakuindomo," Comedy, School, Shounen, Slice of Life ",TV,13 eps,7.71,217617
1557,SHOUNEN ONMYOUJI,"Action, Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26,7.71,33321
14289,Sukitte Ii na yo.,"Romance, School, Shoujo",TV,13,7.71,233410
11743,Toaru Majutsu no Index: Endymion no Kiseki,"Action, Magic, Sci-Fi, Super Power   ",Movie,1,7.71,54873
30458,Tokyo Ghoul: &quot;Jack&quot;," Action, Drama, Horror, School, Seinen, Supernatural ",OVA,1,7.71,"70,635 members"
29854,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,,7.71,90931
11433,ANO NATSU DE MATTERU,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,7.7/10,169718
31821,arslan senki (tv): fuujin ranbu,"Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural",TV,8,7.7,53577
14967,Boku wa Tomodachi ga Sukunai Next," Comedy, Harem, Romance, School, Seinen, Slice of Life ",TV,12,7.7,214319
12049,Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen   ",Movie,1 eps,7.7,77560
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi",Movie,1,7.7,6498
1393,FUTURE GPX CYBER FORMULA ZERO,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.7,1113
19191,Ghost in the Shell: Arise - Border:2 Ghost Whispers," Mecha, Police, Psychological, Sci-Fi ",Movie,1,7.7,"24,880 members"
11617,High School DxD,,TV,12,7.7,398660
10935,hourou musuko specials,"Drama, School",Special,2,7.7,4714
914,Ike! Ina-chuu Takkyuubu,"Comedy, Ecchi, School, Sports   ",TV,26,7.7,7988
24781,IMAWA NO KUNI NO ALICE (OVA)," Action, Psychological, Shounen, Supernatural, Thriller ",OVA,3,7.7/10,18351
21327,Isshuukan Friends.,"Comedy, School, Shounen, Slice of Life",TV,,7.7,139601
10568,Kamisama no Memochou,Mystery,TV,12 eps,7.7,130502
1087,Kimagure Orange☆Road,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",TV,48,7.7,16012
33605,Ling Qi," Action, Comedy, Magic, Supernatural ",ONA,20,7.69,"2,673 members"
15051,love live! school idol project,"Music, School, Slice of Life   ",TV,13,7.7,155281
11933,Oda Nobuna no Yabou,"Comedy, Historical, Romance",TV,12,7.7,133216
23301,Pokemon XY: Mega Evolution,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,7.7,10227
5493,Ranma ½: Akumu! Shunmin Kou," Action, Comedy, Martial Arts, Shounen, Supernatural ",OVA,1,7.7,7064
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,7.7,31990
9751,STRIKE WITCHES MOVIE,"Action, Ecchi, Magic, Military, Sci-Fi",Movie,1,7.7/10,23856
969,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural   ",TV,26 eps,7.7,79166
32681,uchuu patrol luluco,,TV,13,7.7,"50,236 members"
2202,Waga Seishun no Arcadia,"Action, Adventure, Drama, Sci-Fi, Space",Movie,,7.7,4415
7762,"Yondemasu yo, Azazel-san.","Comedy, Demons, Supernatural",OVA,4,7.7,18400
10495,YURU YURI,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,7.7,148140
880,Aa! Megami-sama!: Sorezore no Tsubasa," Comedy, Magic, Romance, Seinen, Supernatural ",TV,22,7.69,42026
15061,Aikatsu!,"Music, School, Shoujo, Slice of Life   ",TV,178,7.69,16990
857,Air Gear,"Action, Comedy, Ecchi, Shounen, Sports",TV,25,7.69,194611
110,chuuka ichiban!,"Action, Comedy, Drama, Shounen",TV,52,7.69,8586
23251,GUGURE! KOKKURI-SAN," Comedy, Shounen, Supernatural ",TV,12 eps,7.69/10,"87,824 members"
587,Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",TV,6,7.69,65125
12725,Initial D: Project D to the Next Stage - Project D e Mukete,"Action, Cars, Drama, Seinen, Sports",Special,1,7.69,3150
11013,Inu x Boku SS,"Comedy, Romance, Shounen, Supernatural   ",TV,12,7.69,216204
452,InuYasha: Toki wo Koeru Omoi," Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power ",Movie,1,7.69,51354
1579,KINIRO NO CORDA: PRIMO PASSO,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",TV,,7.69,63134
32869,kuroko no basket movie 1: winter cup soushuuhen - kage to hikari,"School, Shounen, Sports",Movie,1,7.69,7573
6793,Kuroshitsuji Special,,Special,1,7.69,53706
